No errors
No warnings
91 ms
data source=metars
4980 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
SBGW 031906Z 03009G26KT 340V070 3000 -TSRA BKN035 FEW040CB BKN100 26/19 Q1017,SBGW,2024-02-03T19:06:00Z,-22.792,-45.205,26,19,30,9,26,1.86,30.03,,,,,,,,,,-TSRA,BKN,3500,FEW,4000,BKN,10000,,,IFR,,,,,,,,,,,,SPECI,539
KLFT 031906Z 09008KT 3SM RA BR BKN008 BKN060 OVC095 15/14 A2958 RMK AO2 P0005 T01500144,KLFT,2024-02-03T19:06:00Z,30.1986,-91.9896,15,14.4,90,8,,3,29.58,,,,TRUE,,,,,,RA BR,BKN,800,BKN,6000,OVC,9500,,,IFR,,,,,,0.05,,,,,,SPECI,9
KFHR 031906Z AUTO 36006KT 10SM OVC009 09/05 A3006 RMK AO2 T00890050,KFHR,2024-02-03T19:06:00Z,48.52,-123.026,8.9,5,360,6,,10+,30.06,,,TRUE,TRUE,,,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,SPECI,34
KBHK 031906Z AUTO 14012KT 5SM -RA BR OVC004 04/04 A2970 RMK AO2 RAB06 P0000 T00390039 $,KBHK,2024-02-03T19:06:00Z,46.3521,-104.261,3.9,3.9,140,12,,5,29.70,,,TRUE,TRUE,TRUE,,,,,-RA BR,OVC,400,,,,,,,LIFR,,,,,,0.005,,,,,,SPECI,904
RJOS 031905Z 29005KT 8000 -SHRA SCT008 BKN012 BKN045 04/03 Q1023 RMK 3ST008 5CU012 7SC045 A3023,RJOS,2024-02-03T19:05:00Z,34.132,134.609,4,3,290,5,,4.97,30.21,,,,,,,,,,-SHRA,SCT,800,BKN,1200,BKN,4500,,,MVFR,,,,,,,,,,,,SPECI,3
PAHC 031905Z AUTO 36015G24KT 3SM -SN CLR M31/M35 A2998 RMK AO2 P0000 FZRANO,PAHC,2024-02-03T19:05:00Z,62.191,-159.773,-31,-35,360,15,24,3,29.98,,,TRUE,TRUE,,,,TRUE,,-SN,CLR,,,,,,,,MVFR,,,,,,0.005,,,,,,SPECI,21
KGBD 031905Z AUTO 15018G22KT 10SM BKN015 OVC020 11/09 A2957 RMK AO2,KGBD,2024-02-03T19:05:00Z,38.3405,-98.8592,11,9,150,18,22,10+,29.57,,,TRUE,TRUE,,,,,,,BKN,1500,OVC,2000,,,,,MVFR,,,,,,,,,,,,SPECI,573
CYYL 031905Z AUTO 22004KT 3SM BR OVC002 M01/M01 A2972 RMK SLP088,CYYL,2024-02-03T19:05:00Z,56.863,-101.073,-1,-1,220,4,,3,29.72,1008.8,,TRUE,,,,,,,BR,OVC,200,,,,,,,LIFR,,,,,,,,,,,,SPECI,351
KSGR 031904Z 31008KT 10SM SCT017 19/15 A2961 RMK AO2 T01940150,KSGR,2024-02-03T19:04:00Z,29.6197,-95.6575,19.4,15,310,8,,10+,29.61,,,,TRUE,,,,,,,SCT,1700,,,,,,,VFR,,,,,,,,,,,,SPECI,22
KFDY 031904Z AUTO 12005KT 10SM OVC010 02/M03 A3012 RMK AO2 T00171028,KFDY,2024-02-03T19:04:00Z,41.0137,-83.6681,1.7,-2.8,120,5,,10+,30.12,,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,SPECI,247
KABR 031904Z AUTO 10008KT 5SM BR OVC005 05/03 A2989 RMK AO2 T00500028,KABR,2024-02-03T19:04:00Z,45.4436,-98.4138,5,2.8,100,8,,5,29.89,,,TRUE,TRUE,,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,SPECI,397
SVVL 031903Z AUTO ///01KT NCD ///// Q////,SVVL,2024-02-03T19:03:00Z,9.34,-70.585,,,,,,,0.00,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,575
SVVA 031903Z AUTO NIL,SVVA,2024-02-03T19:03:00Z,10.154,-67.92,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,428
SVSR 031903Z AUTO NIL,SVSR,2024-02-03T19:03:00Z,7.881,-67.443,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,49
SVSA 031903Z AUTO 33006KT NCD 29/21 Q1009,SVSA,2024-02-03T19:03:00Z,7.841,-72.441,29,21,330,6,,,29.79,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,383
SVPR 031903Z AUTO 01005KT NCD 34/17 Q1010,SVPR,2024-02-03T19:03:00Z,8.288,-62.76,34,17,10,5,,,29.82,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,140
SVPA 031903Z AUTO NIL,SVPA,2024-02-03T19:03:00Z,5.622,-67.605,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,77
SVMT 031903Z AUTO 12006KT NCD 32/26 Q1010,SVMT,2024-02-03T19:03:00Z,9.748,-63.156,32,26,120,6,,,29.82,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,67
SVMI 031903Z AUTO 06006KT NCD 28/22 Q1011,SVMI,2024-02-03T19:03:00Z,10.603,-66.991,28,22,60,6,,,29.85,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,48
SVMG 031903Z AUTO 09010KT NCD 37/21 Q1010,SVMG,2024-02-03T19:03:00Z,10.913,-63.968,37,21,90,10,,,29.82,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,16
SVMC 031903Z AUTO 06006KT NCD 31/24 Q1009,SVMC,2024-02-03T19:03:00Z,10.558,-71.728,31,24,60,6,,,29.79,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,76
SVLO 031903Z AUTO NIL,SVLO,2024-02-03T19:03:00Z,11.805,-66.192,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,3
SVJM 031903Z AUTO 32004KT NCD 33/18 Q1010,SVJM,2024-02-03T19:03:00Z,9.909,-67.377,33,18,320,4,,,29.82,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,448
SVGU 031903Z AUTO ///01KT NCD ///// Q1008,SVGU,2024-02-03T19:03:00Z,9.027,-69.755,,,,,,,29.76,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,165
SVGD 031903Z AUTO NIL,SVGD,2024-02-03T19:03:00Z,7.212,-70.755,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,129
SVFM 031903Z AUTO NIL,SVFM,2024-02-03T19:03:00Z,10.487,-66.846,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,852
SVCS 031903Z AUTO 23004KT NCD 30/18 Q1013,SVCS,2024-02-03T19:03:00Z,10.287,-66.816,30,18,230,4,,,29.91,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,656
SVCB 031903Z AUTO 05009KT NCD 36/16 Q1008,SVCB,2024-02-03T19:03:00Z,8.121,-63.533,36,16,50,9,,,29.76,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,47
SVBS 031903Z AUTO 24009KT NCD 34/17 Q1012,SVBS,2024-02-03T19:03:00Z,10.25,-67.649,34,17,240,9,,,29.88,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,435
SVBM 031903Z AUTO 14011KT NCD 29/18 Q1013,SVBM,2024-02-03T19:03:00Z,10.043,-69.358,29,18,140,11,,,29.91,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,624
SVBI 031903Z AUTO NIL,SVBI,2024-02-03T19:03:00Z,8.62,-70.22,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,185
SVBC 031903Z AUTO 34011KT NCD 32/24 Q1009,SVBC,2024-02-03T19:03:00Z,10.107,-64.689,32,24,340,11,,,29.79,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7
PFYU 031903Z 00000KT 3/4SM BR SCT002 M49/ A3028 RMK AO2,PFYU,2024-02-03T19:03:00Z,66.572,-145.243,-49,,0,0,,0.75,30.28,,,,TRUE,,,,,,BR,SCT,200,,,,,,,LIFR,,,,,,,,,,,,SPECI,130
PAWD 031903Z AUTO 36013G21KT 3SM -SN OVC029 M17/M23 A3002 RMK AO2 P0000 T11721233 TSNO,PAWD,2024-02-03T19:03:00Z,60.129,-149.418,-17.2,-23.3,360,13,21,3,30.02,,,TRUE,TRUE,,,TRUE,,,-SN,OVC,2900,,,,,,,MVFR,,,,,,0.005,,,,,,SPECI,3
KYKN 031903Z AUTO 09012KT 1/4SM FG FEW002 OVC018 01/01 A2983 RMK AO2 FZRANO,KYKN,2024-02-03T19:03:00Z,42.9142,-97.3807,1,1,90,12,,0.25,29.83,,,TRUE,TRUE,,,,TRUE,,FG,FEW,200,OVC,1800,,,,,LIFR,,,,,,,,,,,,SPECI,388
KRPX 031903Z AUTO 10SM 06/00 A2960 RMK Roundup ,KRPX,2024-02-03T19:03:00Z,46.475,-108.542,6,0,,,,10+,29.60,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1062
KMWT 031903Z AUTO 10005KT 7SM -RA SCT013 BKN030 OVC038 12/09 A2968 RMK AO2 P0001 T01220094,KMWT,2024-02-03T19:03:00Z,34.5466,-93.5779,12.2,9.4,100,5,,7,29.68,,,TRUE,TRUE,,,,,,-RA,SCT,1300,BKN,3000,OVC,3800,,,MVFR,,,,,,0.01,,,,,,SPECI,220
KGCC 031903Z AUTO 17007KT 10SM FEW009 OVC026 06/03 A2962 RMK AO2 T00610033,KGCC,2024-02-03T19:03:00Z,44.3398,-105.542,6.1,3.3,170,7,,10+,29.62,,,TRUE,TRUE,,,,,,,FEW,900,OVC,2600,,,,,MVFR,,,,,,,,,,,,SPECI,1328
KFMN 031903Z 30017G28KT 10SM SCT029 OVC036 04/M03 A2973 RMK AO2 PK WND 29028/1858 T00441028 $,KFMN,2024-02-03T19:03:00Z,36.7435,-108.229,4.4,-2.8,300,17,28,10+,29.73,,,,TRUE,TRUE,,,,,,SCT,2900,OVC,3600,,,,,VFR,,,,,,,,,,,,SPECI,1677
PAHX 031902Z AUTO 05013G18KT 10SM CLR M32/M36 A3007 RMK AO2 SLP184 T13221356 FZRANO,PAHX,2024-02-03T19:02:00Z,62.688,-159.566,-32.2,-35.6,50,13,18,10+,30.07,1018.4,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,20
MTCH 031902Z 02008KT 9000 SCT024CB BKN060 26/19 Q1010 RMK: CB/SE/SW,MTCH,2024-02-03T19:02:00Z,19.734,-72.193,26,19,20,8,,5.59,29.82,,,,,,,,,,,SCT,2400,BKN,6000,,,,,VFR,,,,,,,,,,,,METAR,3
KSHN 031902Z AUTO 10004KT 10SM BKN002 05/04 A3003 RMK AO2 T00500044 $,KSHN,2024-02-03T19:02:00Z,47.2384,-123.142,5,4.4,100,4,,10+,30.03,,,TRUE,TRUE,TRUE,,,,,,BKN,200,,,,,,,LIFR,,,,,,,,,,,,SPECI,84
KGPI 031902Z 16004KT 6SM -SN BR OVC004 01/01 A2980 RMK AO2 P0000 T00110006,KGPI,2024-02-03T19:02:00Z,48.3041,-114.264,1.1,0.6,160,4,,6,29.80,,,,TRUE,,,,,,-SN BR,OVC,400,,,,,,,LIFR,,,,,,0.005,,,,,,SPECI,903
KESF 031902Z AUTO 06004KT 3SM -RA BR SCT006 BKN010 OVC015 12/11 A2966 RMK AO2 P0002 T01170111,KESF,2024-02-03T19:02:00Z,31.3963,-92.2828,11.7,11.1,60,4,,3,29.66,,,TRUE,TRUE,,,,,,-RA BR,SCT,600,BKN,1000,OVC,1500,,,MVFR,,,,,,0.02,,,,,,SPECI,27
KDLF 031902Z AUTO 30014G21KT 10SM CLR 22/03 A2963 RMK AO2 RAE02 SLP026 $,KDLF,2024-02-03T19:02:00Z,29.3666,-100.785,22,3,300,14,21,10+,29.63,1002.6,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,328
KCAG 031902Z AUTO 25010KT 1 1/4SM -SN BR BKN022 OVC029 M01/M02 A2969 RMK AO2 P0000 T10061022 $,KCAG,2024-02-03T19:02:00Z,40.493,-107.524,-0.6,-2.2,250,10,,1.25,29.69,,,TRUE,TRUE,TRUE,,,,,-SN BR,BKN,2200,OVC,2900,,,,,IFR,,,,,,0.005,,,,,,SPECI,1888
DISP 031902Z 22004KT 8000 SCT013 29/26 Q1009 NOSIG,DISP,2024-02-03T19:02:00Z,4.747,-6.661,29,26,220,4,,4.97,29.79,,,,,,TRUE,,,,,SCT,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,8
PAFS 031901Z AUTO 07007KT 10SM CLR M34/ A3009 RMK AO2 SLP217 T1344 FZRANO,PAFS,2024-02-03T19:01:00Z,63.015,-154.367,-34.4,,70,7,,10+,30.09,1021.7,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,131
KPWA 031901Z 16017G23KT 10SM SCT026 BKN032 15/09 A2956 RMK AO2 T01500094,KPWA,2024-02-03T19:01:00Z,35.5411,-97.6472,15,9.4,160,17,23,10+,29.56,,,,TRUE,,,,,,,SCT,2600,BKN,3200,,,,,VFR,,,,,,,,,,,,SPECI,390
KGTF 031901Z 27008KT 10SM -RA OVC013 05/03 A2970 RMK AO2 RAB00 P0000 T00500033,KGTF,2024-02-03T19:01:00Z,47.4733,-111.383,5,3.3,270,8,,10+,29.70,,,,TRUE,,,,,,-RA,OVC,1300,,,,,,,MVFR,,,,,,0.005,,,,,,SPECI,1117
KBTV 031901Z 33010KT 10SM SCT020 OVC085 M03/M08 A3013 RMK AO2 T10281078,KBTV,2024-02-03T19:01:00Z,44.4683,-73.1499,-2.8,-7.8,330,10,,10+,30.13,,,,TRUE,,,,,,,SCT,2000,OVC,8500,,,,,VFR,,,,,,,,,,,,SPECI,101
ZYHB 031900Z 18002MPS 4000 HZ NSC M23/M26 Q1033 NOSIG,ZYHB,2024-02-03T19:00:00Z,45.628,126.259,-23,-26,180,4,,2.49,30.50,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,134
ZYCC 031900Z 23003MPS 5000 FU NSC M25/M28 Q1033 NOSIG,ZYCC,2024-02-03T19:00:00Z,43.993,125.682,-25,-28,230,6,,3.11,30.50,,,,,,TRUE,,,,FU,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,211
ZWSH 031900Z 22002MPS 4500 BR FEW020 OVC033 M04/M06 Q1017 NOSIG,ZWSH,2024-02-03T19:00:00Z,39.542,76.019,-4,-6,220,4,,2.8,30.03,,,,,,TRUE,,,,BR,FEW,2000,OVC,3300,,,,,IFR,,,,,,,,,,,,METAR,1374
ZUUU 031900Z 36002MPS 9999 -RA FEW014 SCT026 05/03 Q1022 NOSIG,ZUUU,2024-02-03T19:00:00Z,30.576,103.95,5,3,360,4,,6+,30.18,,,,,,TRUE,,,,-RA,FEW,1400,SCT,2600,,,,,VFR,,,,,,,,,,,,METAR,494
ZUTF 031900Z VRB01MPS 8000 -RA FEW008 BKN026 04/03 Q1021 NOSIG,ZUTF,2024-02-03T19:00:00Z,30.304,104.436,4,3,VRB,2,,4.97,30.15,,,,,,TRUE,,,,-RA,FEW,800,BKN,2600,,,,,MVFR,,,,,,,,,,,,METAR,443
ZUGY 031900Z 02004MPS 9999 FEW007 SCT016 OVC040 00/M00 Q1017 NOSIG,ZUGY,2024-02-03T19:00:00Z,26.538,106.801,0,0,20,8,,6+,30.03,,,,,,TRUE,,,,,FEW,700,SCT,1600,OVC,4000,,,VFR,,,,,,,,,,,,METAR,1130
ZUCK 031900Z 36003MPS 7000 -RA SCT023 OVC050 06/06 Q1020 NOSIG,ZUCK,2024-02-03T19:00:00Z,29.718,106.639,6,6,360,6,,4.35,30.12,,,,,,TRUE,,,,-RA,SCT,2300,OVC,5000,,,,,MVFR,,,,,,,,,,,,METAR,416
ZSQD 031900Z 34004MPS CAVOK M06/M07 Q1030 NOSIG,ZSQD,2024-02-03T19:00:00Z,36.362,120.087,-6,-7,340,8,,6+,30.41,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2
ZSOF 031900Z 36003MPS 1800 -PL BR BKN004 OVC030 M02/M02 Q1028 BECMG TL2030 1400,ZSOF,2024-02-03T19:00:00Z,31.99,116.965,-2,-2,360,6,,1.12,30.35,,,,,,,,,,-PL BR,BKN,400,OVC,3000,,,,,LIFR,,,,,,,,,,,,METAR,64
ZSNJ 031900Z 03002MPS 360V080 5000 -RA BR BKN006 OVC020 01/01 Q1027 NOSIG,ZSNJ,2024-02-03T19:00:00Z,31.739,118.863,1,1,30,4,,3.11,30.32,,,,,,TRUE,,,,-RA BR,BKN,600,OVC,2000,,,,,IFR,,,,,,,,,,,,METAR,27
ZSNB 031900Z 32004MPS 8000 SCT007 BKN016 OVC050 05/03 Q1025 NOSIG,ZSNB,2024-02-03T19:00:00Z,29.827,121.462,5,3,320,8,,4.97,30.27,,,,,,TRUE,,,,,SCT,700,BKN,1600,OVC,5000,,,MVFR,,,,,,,,,,,,METAR,5
ZSFZ 031900Z 04006MPS 9999 BKN005 OVC009 11/10 Q1022 NOSIG,ZSFZ,2024-02-03T19:00:00Z,25.936,119.666,11,10,40,12,,6+,30.18,,,,,,TRUE,,,,,BKN,500,OVC,900,,,,,IFR,,,,,,,,,,,,METAR,14
ZSAM 031900Z 08002MPS 070V130 9999 -RA BKN023 OVC040 16/14 Q1019 NOSIG,ZSAM,2024-02-03T19:00:00Z,24.546,118.131,16,14,80,4,,6+,30.09,,,,,,TRUE,,,,-RA,BKN,2300,OVC,4000,,,,,MVFR,,,,,,,,,,,,METAR,13
ZPPP 031900Z 24007MPS CAVOK 07/M02 Q1020 NOSIG,ZPPP,2024-02-03T19:00:00Z,25.107,102.934,7,-2,240,14,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2104
ZMUB 031900Z VRB01MPS CAVOK M27/M31 Q1020 NOSIG RMK QFE657.7 69,ZMUB,2024-02-03T19:00:00Z,47.843,106.766,-27,-31,VRB,2,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1300
ZLXY 031900Z 35002MPS 2500 -SN BR FEW009 SCT030 OVC050 M03/M04 Q1028 NOSIG,ZLXY,2024-02-03T19:00:00Z,34.449,108.752,-3,-4,350,4,,1.55,30.35,,,,,,TRUE,,,,-SN BR,FEW,900,SCT,3000,OVC,5000,,,IFR,,,,,,,,,,,,METAR,478
ZLLL 031900Z 33002MPS 5000 BR FEW013 M12/M13 Q1017 NOSIG,ZLLL,2024-02-03T19:00:00Z,36.513,103.623,-12,-13,330,4,,3.11,30.03,,,,,,TRUE,,,,BR,FEW,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,1939
ZJSY 031900Z 10004MPS 9999 BKN033 24/21 Q1015 NOSIG,ZJSY,2024-02-03T19:00:00Z,18.303,109.412,24,21,100,8,,6+,29.97,,,,,,TRUE,,,,,BKN,3300,,,,,,,VFR,,,,,,,,,,,,METAR,27
ZJHK 031900Z VRB01MPS 9999 SCT007 BKN026 21/21 Q1014 BECMG TL2050 BKN005,ZJHK,2024-02-03T19:00:00Z,19.934,110.445,21,21,VRB,2,,6+,29.94,,,,,,,,,,,SCT,700,BKN,2600,,,,,MVFR,,,,,,,,,,,,METAR,21
ZHHH 031900Z 01003MPS 340V050 2100 -PL BR SCT007 OVC026 M02/M03 Q1025 NOSIG,ZHHH,2024-02-03T19:00:00Z,30.783,114.205,-2,-3,10,6,,1.3,30.27,,,,,,TRUE,,,,-PL BR,SCT,700,OVC,2600,,,,,IFR,,,,,,,,,,,,METAR,33
ZHCC 031900Z 35003MPS 7000 OVC046 M02/M07 Q1030 NOSIG,ZHCC,2024-02-03T19:00:00Z,34.52,113.834,-2,-7,350,6,,4.35,30.41,,,,,,TRUE,,,,,OVC,4600,,,,,,,MVFR,,,,,,,,,,,,METAR,149
ZGSZ 031900Z 09004MPS 9999 BKN026 21/18 Q1016 NOSIG,ZGSZ,2024-02-03T19:00:00Z,22.639,113.803,21,18,90,8,,6+,30.00,,,,,,TRUE,,,,,BKN,2600,,,,,,,MVFR,,,,,,,,,,,,METAR,18
ZGOW 031900Z 10002MPS 8000 FEW008 BKN013 18/15 Q1018 NOSIG,ZGOW,2024-02-03T19:00:00Z,23.55,116.505,18,15,100,4,,4.97,30.06,,,,,,TRUE,,,,,FEW,800,BKN,1300,,,,,MVFR,,,,,,,,,,,,METAR,4
ZGNN 031900Z VRB01MPS 6000 SCT006 OVC040 20/19 Q1014 NOSIG,ZGNN,2024-02-03T19:00:00Z,22.609,108.173,20,19,VRB,2,,3.73,29.94,,,,,,TRUE,,,,,SCT,600,OVC,4000,,,,,MVFR,,,,,,,,,,,,METAR,128
ZGKL 031900Z 05003MPS 8000 -SHRA FEW006 SCT026 FEW033CB BKN046 03/02 Q1021 NOSIG,ZGKL,2024-02-03T19:00:00Z,25.22,110.04,3,2,50,6,,4.97,30.15,,,,,,TRUE,,,,-SHRA,FEW,600,SCT,2600,FEW,3300,BKN,4600,MVFR,,,,,,,,,,,,METAR,151
ZGHA 031900Z 35004MPS 4500 -SHRA BR BKN005 00/M00 Q1025 NOSIG,ZGHA,2024-02-03T19:00:00Z,28.18,113.219,0,0,350,8,,2.8,30.27,,,,,,TRUE,,,,-SHRA BR,BKN,500,,,,,,,IFR,,,,,,,,,,,,METAR,61
ZBSJ 031900Z 33001MPS 4500 BR NSC M08/M09 Q1033 NOSIG,ZBSJ,2024-02-03T19:00:00Z,38.281,114.697,-8,-9,330,2,,2.8,30.50,,,,,,TRUE,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,70
ZBHH 031900Z 06003MPS CAVOK M13/M17 Q1024 NOSIG,ZBHH,2024-02-03T19:00:00Z,40.854,111.827,-13,-17,60,6,,6+,30.24,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1081
YMHB 031900Z 17007KT 9999 -RA FEW040 SCT095 OVC125 16/14 Q1002,YMHB,2024-02-03T19:00:00Z,-42.834,147.503,16,14,170,7,,6+,29.59,,,,,,,,,,-RA,FEW,4000,SCT,9500,OVC,12500,,,VFR,,,,,,,,,,,,METAR,2
WSSL 031900Z 35004KT 320V020 9999 FEW018 SCT040 26/24 Q1013,WSSL,2024-02-03T19:00:00Z,1.417,103.866,26,24,350,4,,6+,29.91,,,,,,,,,,,FEW,1800,SCT,4000,,,,,VFR,,,,,,,,,,,,METAR,11
WSAP 031900Z 32003KT 9999 FEW016 BKN300 27/23 Q1013,WSAP,2024-02-03T19:00:00Z,1.36,103.909,27,23,320,3,,6+,29.91,,,,,,,,,,,FEW,1600,BKN,30000,,,,,VFR,,,,,,,,,,,,METAR,20
WMSA 031900Z 00000KT 6000 FEW026 26/25 Q1014,WMSA,2024-02-03T19:00:00Z,3.13,101.552,26,25,0,0,,3.73,29.94,,,,,,,,,,,FEW,2600,,,,,,,MVFR,,,,,,,,,,,,METAR,19
WMKN 031900Z VRB01KT 9999 FEW022 25/24 Q1014,WMKN,2024-02-03T19:00:00Z,5.383,103.103,25,24,VRB,1,,6+,29.94,,,,,,,,,,,FEW,2200,,,,,,,VFR,,,,,,,,,,,,METAR,12
WMKM 031900Z VRB03KT 9999 SCT028 27/24 Q1014,WMKM,2024-02-03T19:00:00Z,2.263,102.252,27,24,VRB,3,,6+,29.94,,,,,,,,,,,SCT,2800,,,,,,,VFR,,,,,,,,,,,,METAR,9
WMKL 031900Z VRB02KT 9999 FEW026 27/23 Q1013,WMKL,2024-02-03T19:00:00Z,6.33,99.729,27,23,VRB,2,,6+,29.91,,,,,,,,,,,FEW,2600,,,,,,,VFR,,,,,,,,,,,,METAR,4
WMKJ 031900Z VRB03KT 9999 FEW020 25/24 Q1013,WMKJ,2024-02-03T19:00:00Z,1.641,103.67,25,24,VRB,3,,6+,29.91,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,38
WMKI 031900Z VRB02KT 7000 -RA FEW002 SCT025 25/25 Q1014,WMKI,2024-02-03T19:00:00Z,4.568,101.092,25,25,VRB,2,,4.35,29.94,,,,,,,,,,-RA,FEW,200,SCT,2500,,,,,MVFR,,,,,,,,,,,,METAR,37
WMKE 031900Z AUTO 00000KT //// // ////// 23/23 Q1013,WMKE,2024-02-03T19:00:00Z,4.537,103.427,23,23,0,0,,,29.91,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,5
WMKD 031900Z 35003KT 310V030 9999 FEW025 24/23 Q1013 NOSIG,WMKD,2024-02-03T19:00:00Z,3.775,103.209,24,23,350,3,,6+,29.91,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,18
WMKC 031900Z VRB01KT 9999 FEW020 24/23 Q1014,WMKC,2024-02-03T19:00:00Z,6.167,102.293,24,23,VRB,1,,6+,29.94,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,7
WMKB 031900Z 00000KT 8000 FEW024 28/24 Q1013 NOSIG,WMKB,2024-02-03T19:00:00Z,5.466,100.391,28,24,0,0,,4.97,29.91,,,,,,TRUE,,,,,FEW,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,4
WMKA 031900Z VRB02KT 8000 FEW030 25/24 Q1013,WMKA,2024-02-03T19:00:00Z,6.19,100.398,25,24,VRB,2,,4.97,29.91,,,,,,,,,,,FEW,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,5
WMBA 031900Z 00000KT 8000 SCT031 26/24 Q1013,WMBA,2024-02-03T19:00:00Z,4.221,100.701,26,24,0,0,,4.97,29.91,,,,,,,,,,,SCT,3100,,,,,,,MVFR,,,,,,,,,,,,METAR,9
WMAU 031900Z 03004KT 8000 FEW025 24/23 Q1013,WMAU,2024-02-03T19:00:00Z,2.387,103.876,24,23,30,4,,4.97,29.91,,,,,,,,,,,FEW,2500,,,,,,,MVFR,,,,,,,,,,,,METAR,5
WBKW 031900Z 00000KT 9999 FEW016 25/24 Q1011,WBKW,2024-02-03T19:00:00Z,4.316,118.119,25,24,0,0,,6+,29.85,,,,,,,,,,,FEW,1600,,,,,,,VFR,,,,,,,,,,,,METAR,17
WBKT 031900Z AUTO VRB02KT //// // ////// 26/25 Q1011,WBKT,2024-02-03T19:00:00Z,6.922,116.837,26,25,VRB,2,,,29.85,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,11
